Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-February-2018,1597.00,1622.00,1570.05,1612.80,1600.720880428316478286,8405,582,13454059.00,4036,48.02,51.95,15.80
9-February-2018,1565.45,1609.05,1560.00,1591.60,1590.903091927785847686,4819,428,7666562.00,850,17.64,49.05,26.15
8-February-2018,1598.00,1623.30,1586.45,1598.20,1602.600973985945012945,16222,1181,25997393.00,5685,35.05,36.85,0.20
7-February-2018,1616.15,1657.45,1575.10,1581.45,1605.785045562351766321,8011,733,12863944.00,2011,25.10,82.35,-34.70
6-February-2018,1619.75,1628.00,1547.00,1611.50,1584.611260233525701248,14902,1040,23613877.00,4669,31.33,81.00,-8.25
5-February-2018,1669.00,1682.05,1613.90,1628.55,1643.440419447092469018,10490,992,17239690.00,2142,20.42,68.15,-40.45
2-February-2018,1686.00,1744.40,1650.00,1678.10,1690.329792404360202735,14403,1240,24345820.00,2632,18.27,94.40,-7.90
1-February-2018,1637.05,1715.35,1635.00,1702.25,1680.307710979852738894,24718,1892,41533846.00,7635,30.89,80.35,65.20
31-January-2018,1615.90,1670.00,1590.40,1657.30,1641.468901359521662157,59874,1213,98281309.00,47861,79.94,79.60,41.40
30-January-2018,1622.00,1631.50,1599.00,1604.30,1612.966729720707688883,8987,713,14495732.00,2036,22.65,32.50,-17.70
29-January-2018,1652.65,1655.00,1611.00,1619.50,1630.273853273444943514,7347,799,11977622.00,1670,22.73,44.00,-33.15
25-January-2018,1666.00,1686.00,1640.00,1659.40,1664.220024161884627000,13244,1106,22040930.00,4502,33.99,46.00,-6.60
24-January-2018,1622.10,1670.00,1591.00,1662.35,1652.665665665665665665,24975,1678,41275325.00,7296,29.21,79.00,40.25
23-January-2018,1625.10,1645.00,1580.15,1634.70,1615.329466569236390208,21896,1705,35369254.00,5853,26.73,64.85,9.60
22-January-2018,1583.00,1607.35,1563.80,1597.60,1590.159711747947042064,11934,1112,18976966.00,4030,33.77,43.55,14.60
19-January-2018,1535.00,1612.50,1511.25,1580.35,1559.946694460988683740,10074,1015,15714903.00,3533,35.07,101.25,45.35
18-January-2018,1548.45,1560.00,1495.10,1541.05,1532.216646827213625125,10921,1342,16733338.00,4023,36.84,64.90,-7.40
17-January-2018,1470.00,1552.00,1470.00,1544.35,1520.275446579036063363,11868,859,18042629.00,3049,25.69,82.00,74.35
16-January-2018,1519.00,1535.00,1480.80,1506.40,1509.411746165160748056,9518,800,14366581.00,3119,32.77,54.20,-12.60
15-January-2018,1475.00,1523.15,1475.00,1511.80,1503.061278085789320105,71967,1335,108170811.00,56412,78.39,48.15,36.80
12-January-2018,1405.00,1515.20,1402.45,1471.50,1439.831137418390623770,101704,2360,146436586.00,75386,74.12,112.75,66.50
11-January-2018,1415.05,1432.00,1395.60,1400.50,1413.182709492927539192,19583,418,27674357.00,17075,87.19,36.40,-14.55
10-January-2018,1424.05,1427.75,1400.15,1417.20,1409.322330702617122844,83374,423,117500840.00,79977,95.93,27.60,-6.85
9-January-2018,1438.30,1442.10,1414.00,1422.60,1436.670669110907424381,54550,436,78370385.00,50863,93.24,28.10,-15.70
8-January-2018,1441.50,1447.85,1426.40,1434.05,1436.843680297397769516,5380,412,7730219.00,2199,40.87,21.45,-7.45
5-January-2018,1432.80,1455.00,1432.80,1438.55,1437.549473124944655981,56465,1078,81171231.00,51825,91.78,22.20,5.75
4-January-2018,1416.15,1447.95,1413.70,1432.65,1435.370014972097454743,14694,1107,21091327.00,4829,32.86,34.25,16.50
3-January-2018,1407.00,1422.80,1404.90,1416.95,1415.268619734732546276,6861,687,9710158.00,1625,23.68,17.90,9.95
2-January-2018,1403.90,1424.95,1393.65,1396.60,1403.186063641720683559,6788,569,9524827.00,2679,39.47,31.30,-7.30
1-January-2018,1402.95,1409.85,1391.20,1396.25,1403.182031708749266001,1703,218,2389619.00,772,45.33,18.65,-6.70
29-December-2017,1399.80,1407.00,1391.20,1399.50,1402.349642741149723936,61580,352,86356691.00,59363,96.40,15.80,-0.30
28-December-2017,1393.45,1433.40,1383.85,1388.15,1400.769022898591949935,42186,590,59092842.00,37724,89.42,49.55,-5.30
27-December-2017,1395.95,1408.00,1373.60,1387.00,1398.784562720848056537,81504,585,114006537.00,77512,95.10,34.40,-8.95
26-December-2017,1389.00,1399.90,1374.15,1391.05,1390.791544136884516770,95555,321,132897086.00,93518,97.87,25.75,2.05
22-December-2017,1390.00,1435.70,1373.00,1378.05,1379.134303882590281136,84763,738,116899561.00,77957,91.97,62.70,-11.95
21-December-2017,1386.10,1400.70,1373.00,1377.20,1386.007075888908544135,5653,520,7835098.00,2304,40.76,27.70,-8.90
20-December-2017,1395.90,1410.90,1382.50,1386.10,1396.364595019071124074,4457,500,6223597.00,1477,33.14,28.40,-9.80
19-December-2017,1386.70,1418.35,1386.70,1392.15,1402.721951219512195121,5740,514,8051624.00,1962,34.18,31.65,5.45
18-December-2017,1380.00,1416.10,1355.15,1386.55,1396.335461404526987811,5169,486,7217658.00,1517,29.35,60.95,6.55
15-December-2017,1368.00,1387.00,1364.00,1378.50,1375.883198562443845462,2226,347,3062716.00,1319,59.25,23.00,10.50
14-December-2017,1372.00,1372.40,1339.95,1348.45,1351.128446318520921180,6166,218,8331058.00,653,10.59,32.45,-23.55
13-December-2017,1370.00,1394.90,1346.25,1358.35,1379.441255262150784538,7839,343,10813440.00,905,11.54,48.65,-11.65
12-December-2017,1367.90,1383.55,1366.00,1368.55,1373.791264601320467242,1969,208,2704995.00,925,46.98,17.55,0.65
11-December-2017,1350.00,1386.00,1350.00,1372.00,1374.108529084846239347,67475,487,92717973.00,63574,94.22,36.00,22.00
8-December-2017,1377.00,1396.00,1335.00,1342.95,1366.510491562729273661,13630,1004,18625538.00,2628,19.28,61.00,-34.05
7-December-2017,1349.85,1380.75,1349.85,1371.50,1368.044992175273865414,2556,293,3496723.00,607,23.75,30.90,21.65
6-December-2017,1363.90,1367.45,1340.15,1343.80,1357.758108631456649077,82628,468,112188837.00,75505,91.38,27.30,-20.10
5-December-2017,1375.15,1378.00,1353.95,1362.60,1368.945707097401636398,47299,367,64749763.00,44615,94.33,24.05,-12.55
4-December-2017,1402.60,1412.85,1375.15,1383.50,1387.779698411091994737,49405,343,68563256.00,47426,95.99,37.70,-19.10
1-December-2017,1400.00,1412.00,1382.00,1389.80,1395.824685361006844778,4529,492,6321690.00,967,21.35,30.00,-10.20
30-November-2017,1397.45,1418.00,1382.05,1394.55,1390.093090318322587196,196970,610,273806636.00,192522,97.74,35.95,-2.90
29-November-2017,1416.95,1444.00,1400.00,1406.55,1421.381998895637769188,9055,786,12870614.00,3232,35.69,44.00,-10.40
28-November-2017,1389.55,1415.05,1389.55,1411.85,1409.920066205822217895,82168,462,115850312.00,79806,97.13,25.50,22.30
27-November-2017,1410.65,1410.95,1380.60,1386.70,1391.477958937198067632,3312,330,4608575.00,1223,36.93,30.35,-23.95
24-November-2017,1404.45,1419.20,1400.00,1410.65,1410.162703379224030037,1598,161,2253440.00,646,40.43,19.20,6.20
23-November-2017,1405.00,1415.00,1396.55,1411.75,1406.184620174346201743,3212,275,4516665.00,1203,37.45,18.45,6.75
22-November-2017,1381.25,1421.35,1381.15,1407.75,1401.471186440677966101,4425,442,6201510.00,1593,36.00,40.20,26.50
21-November-2017,1384.00,1386.00,1371.65,1382.60,1378.011317704122877930,1237,127,1704600.00,479,38.72,14.35,-1.40
20-November-2017,1384.15,1390.00,1356.65,1384.35,1377.378667908709827666,4294,474,5914464.00,1095,25.50,33.35,0.20
17-November-2017,1372.00,1387.15,1350.00,1373.80,1367.013748329196104640,5237,425,7159051.00,2229,42.56,37.15,1.80
16-November-2017,1367.00,1374.50,1344.65,1365.90,1359.086276083467094703,2492,203,3386843.00,1267,50.84,29.85,-1.10
15-November-2017,1370.00,1370.00,1325.05,1353.40,1347.538651518893553963,4049,325,5456184.00,1558,38.48,44.95,-16.60
14-November-2017,1355.35,1370.00,1355.35,1361.40,1363.060240963855421686,1577,205,2149546.00,651,41.28,14.65,6.05
13-November-2017,1363.00,1368.00,1350.00,1356.90,1359.456452348381212950,2193,229,2981288.00,1114,50.80,18.00,-6.10
10-November-2017,1349.00,1360.00,1334.00,1354.60,1350.645107794361525704,2412,342,3257756.00,1052,43.62,26.00,5.60
9-November-2017,1319.00,1360.10,1319.00,1349.30,1341.350974930362116991,2154,299,2889270.00,727,33.75,41.10,30.30
8-November-2017,1340.00,1357.10,1308.00,1316.85,1330.812151137827393731,4658,760,6198923.00,1538,33.02,49.10,-23.15
7-November-2017,1377.95,1387.50,1325.00,1334.30,1369.043925572030343438,113237,877,155026427.00,102457,90.48,62.50,-43.65
6-November-2017,1386.95,1386.95,1358.00,1362.60,1374.753220738040310254,105333,529,144806881.00,102158,96.99,28.95,-24.35
3-November-2017,1396.45,1402.00,1380.00,1381.15,1393.960552768723283820,51233,321,71416781.00,49329,96.28,22.00,-15.30
2-November-2017,1395.00,1401.00,1375.00,1388.60,1392.038928008806726516,52687,221,73342355.00,51256,97.28,26.00,-6.40
1-November-2017,1387.05,1398.45,1379.00,1389.95,1387.154965849288993393,53586,435,74332086.00,51390,95.90,19.45,2.90
31-October-2017,1400.00,1406.95,1369.95,1382.85,1393.657774886141834743,13833,653,19278468.00,9460,68.39,37.00,-17.15
30-October-2017,1403.00,1419.55,1390.00,1401.20,1414.747249721185752247,72629,351,102751678.00,70552,97.14,29.55,-1.80
27-October-2017,1405.30,1412.00,1390.00,1403.00,1403.688296661608497723,158160,1093,222007341.00,150873,95.39,22.00,-2.30
26-October-2017,1387.00,1410.00,1356.65,1399.55,1404.049806235687863308,158956,730,223182141.00,150368,94.60,53.35,12.55
25-October-2017,1355.65,1391.00,1335.00,1384.95,1373.082796500983250830,14747,1310,20248852.00,5251,35.61,56.00,29.30
24-October-2017,1348.00,1365.00,1340.00,1356.40,1357.022414193444440758,211027,1087,286368369.00,199706,94.64,25.00,8.40
23-October-2017,1350.85,1354.65,1331.05,1332.00,1343.735955056179775280,3026,328,4066145.00,1333,44.05,23.60,-18.85
19-October-2017,1340.50,1352.80,1330.00,1339.75,1338.053691275167785234,1341,140,1794330.00,776,57.87,22.80,-0.75
18-October-2017,1346.00,1360.00,1306.65,1325.85,1332.429833990206616505,8373,507,11156435.00,3349,40.00,53.35,-20.15
17-October-2017,1345.00,1357.50,1340.55,1342.80,1348.394032134659525631,2614,292,3524702.00,982,37.57,16.95,-2.20
16-October-2017,1346.50,1371.25,1346.50,1354.45,1360.154207804419370004,4254,356,5786096.00,1729,40.64,24.75,7.95
13-October-2017,1355.05,1359.95,1341.35,1346.45,1350.192880794701986754,3624,307,4893099.00,1556,42.94,18.60,-8.60
12-October-2017,1338.65,1371.50,1338.65,1359.85,1344.417240208635535940,32401,439,43560463.00,29670,91.57,32.85,21.20
11-October-2017,1360.65,1364.00,1338.15,1349.40,1349.279235596120935539,3506,447,4730573.00,1228,35.03,25.85,-11.25
10-October-2017,1385.00,1389.95,1350.00,1353.60,1362.626751455054968743,9278,548,12642451.00,6014,64.82,39.95,-31.40
9-October-2017,1375.00,1388.10,1361.05,1367.45,1371.753875968992248062,3612,463,4954775.00,1727,47.81,27.05,-7.55
6-October-2017,1394.00,1410.00,1365.25,1368.70,1377.646928365491239742,4509,584,6211810.00,2193,48.64,44.75,-25.30
5-October-2017,1410.00,1410.00,1380.00,1387.95,1388.560029017047515415,2757,375,3828260.00,1163,42.18,30.00,-22.05
4-October-2017,1390.00,1403.95,1375.00,1380.95,1386.068999507146377525,4058,340,5624668.00,1657,40.83,28.95,-9.05
3-October-2017,1402.55,1415.85,1386.85,1394.20,1397.094081272084805653,2264,288,3163021.00,471,20.80,29.00,-8.35
29-September-2017,1408.75,1428.00,1386.85,1396.05,1411.663415646399667980,4819,579,6802806.00,999,20.73,41.15,-12.70
28-September-2017,1441.00,1441.00,1403.15,1408.70,1413.464162514373323112,5218,596,7375456.00,1774,34.00,37.85,-32.30
27-September-2017,1425.90,1444.00,1407.45,1437.65,1429.055451802901881913,6961,654,9947655.00,2855,41.01,36.55,11.75
26-September-2017,1450.00,1450.00,1411.20,1431.90,1429.991487230846269404,9985,703,14278465.00,861,8.62,38.80,-18.10
25-September-2017,1440.80,1445.00,1380.00,1429.05,1403.073064656422151348,6898,775,9678398.00,1903,27.59,65.00,-11.75
22-September-2017,1445.00,1446.00,1392.80,1424.00,1420.102948250979314136,14551,1274,20663918.00,7802,53.62,53.20,-21.00
21-September-2017,1473.25,1479.40,1432.00,1446.05,1447.326162260711030082,10970,909,15877168.00,3648,33.25,47.40,-27.20
20-September-2017,1454.65,1493.00,1454.65,1466.60,1472.443438336946818007,23523,1893,34636287.00,5254,22.34,38.35,11.95
19-September-2017,1425.75,1454.00,1425.00,1440.45,1440.316735505583601040,13074,1076,18830701.00,4103,31.38,29.00,14.70
18-September-2017,1434.30,1439.00,1413.00,1418.65,1424.393618701626915179,6331,693,9017836.00,2168,34.24,26.00,-15.65
15-September-2017,1430.00,1436.95,1400.80,1420.75,1417.786097477456911311,8761,998,12421224.00,2487,28.39,36.15,-9.25
14-September-2017,1399.60,1428.00,1382.85,1422.70,1415.344589323526133957,17946,1684,25399774.00,3875,21.59,45.15,23.10
13-September-2017,1382.00,1402.00,1379.00,1385.25,1389.092618065107748739,8724,889,12118444.00,1481,16.98,23.00,3.25
12-September-2017,1370.00,1420.95,1370.00,1392.55,1402.363251905848311167,17971,1694,25201870.00,5173,28.79,50.95,22.55
11-September-2017,1349.40,1371.00,1345.50,1363.90,1360.329104932007306677,9854,1857,13404683.00,4527,45.94,25.50,14.50
8-September-2017,1352.35,1370.00,1332.60,1340.95,1349.137030339561985131,4977,491,6714655.00,1129,22.68,37.40,-11.40
7-September-2017,1331.95,1362.20,1329.45,1340.90,1345.877769289533995416,6545,656,8808770.00,1715,26.20,32.75,8.95
6-September-2017,1321.45,1341.00,1314.00,1335.15,1325.126883281902341622,5509,509,7300124.00,1067,19.37,27.00,13.70
5-September-2017,1302.00,1365.00,1302.00,1341.75,1336.818859649122807017,13680,1027,18287682.00,2139,15.64,63.00,39.75
4-September-2017,1339.95,1342.50,1298.35,1315.55,1313.882189497082522923,7198,677,9457324.00,3076,42.73,44.15,-24.40
1-September-2017,1360.00,1372.00,1325.00,1332.45,1346.528707052441229656,8848,668,11914086.00,3561,40.25,47.00,-27.55
31-August-2017,1356.45,1356.45,1335.05,1343.75,1340.561347683668694431,10685,688,14323898.00,8660,81.05,21.40,-12.70
30-August-2017,1353.00,1367.00,1340.00,1347.30,1347.109044259140474663,3118,299,4200286.00,735,23.57,27.00,-5.70
29-August-2017,1350.00,1362.90,1349.90,1352.80,1351.719464825205006473,2317,185,3131934.00,1605,69.27,13.00,2.80
28-August-2017,1358.80,1371.90,1348.00,1361.70,1361.288590604026845637,2831,336,3853808.00,657,23.21,23.90,2.90
24-August-2017,1357.00,1360.05,1332.65,1350.50,1342.977112676056338028,6248,411,8390921.00,1732,27.72,27.40,-6.50
23-August-2017,1354.00,1361.60,1347.35,1354.10,1352.487881649354737173,3177,292,4296854.00,1685,53.04,14.25,0.10
22-August-2017,1356.00,1361.00,1327.60,1350.85,1339.020114942528735632,3132,333,4193811.00,735,23.47,33.40,-5.15
21-August-2017,1382.80,1382.80,1337.85,1351.65,1359.016027475672581568,1747,256,2374201.00,504,28.85,44.95,-31.15
18-August-2017,1354.40,1377.00,1336.00,1363.00,1350.319348557266772880,5649,423,7627954.00,1237,21.90,41.00,8.60
17-August-2017,1360.85,1374.00,1351.00,1368.60,1365.242767598842815814,4148,529,5663027.00,708,17.07,23.00,7.75
16-August-2017,1356.85,1374.95,1335.00,1360.50,1347.683165672571886406,11233,899,15138525.00,1397,12.44,39.95,3.65
14-August-2017,1351.00,1355.00,1340.05,1347.35,1347.834577114427860696,3216,429,4334636.00,1182,36.75,14.95,-3.65
11-August-2017,1337.00,1347.70,1292.10,1336.25,1321.801798603715536622,8451,861,11170547.00,1566,18.53,55.60,-0.75
10-August-2017,1394.80,1394.80,1337.05,1342.30,1353.775406907502977371,10076,1193,13640641.00,4429,43.96,57.75,-52.50
9-August-2017,1390.05,1399.00,1365.00,1388.30,1384.487949134999260683,6763,663,9363292.00,2580,38.15,34.00,-1.75
8-August-2017,1402.95,1419.30,1385.00,1389.10,1396.306605323693723299,6086,645,8497922.00,2603,42.77,34.30,-13.85
7-August-2017,1416.30,1424.85,1395.90,1400.65,1406.159198664440734557,14975,1181,21057234.00,7249,48.41,28.95,-15.65
4-August-2017,1396.15,1432.50,1386.00,1424.85,1404.501394842484860855,14697,1106,20641957.00,3016,20.52,46.50,28.70
3-August-2017,1415.90,1430.05,1391.00,1410.85,1420.348538190724016531,13066,916,18558274.00,6350,48.60,39.05,-5.05
2-August-2017,1429.10,1435.00,1410.10,1412.70,1419.667606768734891216,7446,567,10570845.00,3085,41.43,24.90,-16.40
1-August-2017,1427.55,1431.00,1418.00,1427.10,1424.174609695973705834,7302,518,10399323.00,2684,36.76,13.00,-0.45
31-July-2017,1423.00,1445.00,1415.55,1427.60,1424.736561528209684584,6753,545,9621246.00,2779,41.15,29.45,4.60
28-July-2017,1427.30,1445.35,1409.65,1424.45,1424.290784982935153583,7325,682,10432930.00,2234,30.50,35.70,-2.85
27-July-2017,1443.00,1443.85,1423.55,1427.05,1431.546234631147540983,7808,744,11177513.00,3628,46.47,20.30,-15.95
26-July-2017,1432.05,1471.00,1432.05,1444.65,1449.936947624414259445,16859,1326,24444487.00,4718,27.99,38.95,12.60
25-July-2017,1446.00,1447.00,1425.00,1432.05,1434.616532721010332950,16549,1529,23741469.00,5951,35.96,22.00,-13.95
24-July-2017,1478.75,1478.75,1433.35,1448.15,1448.450107991360691144,11575,965,16765810.00,3020,26.09,45.40,-30.60
21-July-2017,1461.00,1483.00,1445.05,1461.40,1465.571189679885332059,20930,1754,30674405.00,5036,24.06,37.95,0.40
20-July-2017,1464.95,1548.40,1440.00,1458.70,1500.476622420966235530,141332,9931,212065362.00,21768,15.40,108.40,-6.25
19-July-2017,1440.00,1463.90,1430.30,1452.65,1450.862145524270864870,9909,731,14376593.00,2701,27.26,33.60,12.65
18-July-2017,1460.00,1460.00,1175.00,1424.50,1344.029082699777563825,30121,1871,40483500.00,9595,31.85,285.00,-35.50
17-July-2017,1470.10,1474.95,1432.50,1445.65,1444.969967275414335479,18946,1438,27376401.00,4441,23.44,42.45,-24.45
14-July-2017,1483.80,1485.50,1460.00,1468.45,1473.466259711431742508,9010,578,13275931.00,4182,46.42,25.50,-15.35
13-July-2017,1485.00,1504.00,1473.00,1476.85,1480.361996357842021397,35144,835,52025842.00,28172,80.16,31.00,-8.15
12-July-2017,1470.00,1477.55,1454.10,1458.45,1465.818172282129819997,47666,1156,69869689.00,35916,75.35,23.45,-11.55
11-July-2017,1455.55,1494.95,1455.55,1467.40,1471.878154464780920687,57696,1114,84921482.00,46450,80.51,39.40,11.85
10-July-2017,1452.00,1480.00,1450.00,1455.40,1464.292451683481220371,8227,440,12046734.00,4100,49.84,30.00,3.40
7-July-2017,1457.70,1469.95,1443.80,1452.90,1453.032768361581920903,6195,358,9001538.00,2658,42.91,26.15,-4.80
6-July-2017,1454.80,1460.80,1439.20,1445.75,1455.665220063347988464,105765,414,153958432.00,2000,1.89,21.60,-9.05
5-July-2017,1449.05,1473.50,1432.55,1438.20,1439.595586244245870565,7386,665,10632853.00,2264,30.65,40.95,-10.85
4-July-2017,1450.00,1470.00,1446.05,1449.90,1453.464070213933077345,1823,262,2649665.00,620,34.01,23.95,-0.10
3-July-2017,1454.00,1470.95,1437.00,1448.65,1454.093783742094709239,71313,522,103695790.00,66796,93.67,33.95,-5.35
30-June-2017,1419.25,1460.00,1411.25,1451.10,1448.465155331654072208,4764,529,6900488.00,1390,29.18,48.75,31.85
29-June-2017,1458.00,1479.00,1435.00,1439.80,1459.975760456273764258,8416,804,12287156.00,1993,23.68,44.00,-18.20
28-June-2017,1443.00,1458.00,1425.80,1452.40,1443.189685623454609678,5662,892,8171340.00,1423,25.13,32.20,9.40
27-June-2017,1445.00,1457.00,1428.85,1442.95,1442.165058236272878535,9015,1135,13001118.00,2740,30.39,28.15,-2.05
23-June-2017,1500.35,1503.00,1430.20,1440.55,1454.957675818662774787,10963,1256,15950701.00,3068,27.99,72.80,-59.80
22-June-2017,1515.00,1528.00,1481.00,1486.30,1503.563168901463894697,8129,661,12222465.00,2879,35.42,47.00,-28.70
21-June-2017,1524.95,1556.95,1500.20,1506.30,1527.711385820920728206,29607,2029,45230951.00,6226,21.03,56.75,-18.65
20-June-2017,1514.00,1520.00,1491.00,1495.55,1502.560552407932011331,5648,597,8486462.00,2143,37.94,29.00,-18.45
19-June-2017,1511.20,1538.10,1497.00,1507.25,1517.721690090412675678,11171,973,16954469.00,2476,22.16,41.10,-3.95
16-June-2017,1510.00,1524.00,1500.00,1511.20,1509.472775564409030544,7530,865,11366330.00,3053,40.54,24.00,1.20
15-June-2017,1454.05,1523.80,1454.05,1505.15,1484.162182005065893322,27241,835,40430062.00,19959,73.27,69.75,51.10
14-June-2017,1469.55,1470.25,1452.00,1457.40,1460.785245004106214070,7306,572,10672497.00,4149,56.79,18.25,-12.15
13-June-2017,1484.00,1484.00,1452.50,1458.70,1468.852682255845942228,7270,656,10678559.00,3424,47.10,31.50,-25.30
12-June-2017,1458.00,1491.60,1448.00,1462.95,1469.152337633286108418,13411,1188,19702802.00,1651,12.31,43.60,4.95
9-June-2017,1482.00,1482.00,1441.60,1456.70,1464.688923648450483918,10229,899,14982303.00,3311,32.37,40.40,-25.30
8-June-2017,1398.00,1500.00,1398.00,1472.95,1460.812759336099585062,13496,1012,19715129.00,4023,29.81,102.00,74.95
7-June-2017,1410.05,1452.70,1400.15,1423.60,1426.070787932695871321,13491,1200,19239121.00,1268,9.40,52.55,13.55
6-June-2017,1451.40,1451.40,1376.50,1417.85,1411.513697175621150987,9418,982,13293636.00,1654,17.56,74.90,-33.55
5-June-2017,1443.95,1450.00,1438.00,1444.75,1444.910523978685612788,4504,399,6507877.00,1283,28.49,12.00,0.80
2-June-2017,1460.00,1466.70,1437.65,1448.95,1448.012208303309129205,505148,395,731460471.00,1737,0.34,29.05,-11.05
1-June-2017,1469.60,1469.60,1435.15,1444.90,1452.849258005727675084,3841,387,5580394.00,1105,28.77,34.45,-24.70
31-May-2017,1471.10,1478.35,1455.00,1459.65,1466.021663346613545816,4016,306,5887543.00,1378,34.31,23.35,-11.45
30-May-2017,1467.60,1481.00,1440.30,1453.45,1462.770974526758588455,4279,502,6259197.00,1086,25.38,40.70,-14.15
29-May-2017,1551.00,1551.00,1456.25,1467.55,1472.950455764075067024,9325,655,13735263.00,3988,42.77,94.75,-83.45
26-May-2017,1470.60,1509.20,1468.40,1478.40,1496.903480687928416040,48726,671,72938119.00,44406,91.13,40.80,7.80
25-May-2017,1471.75,1505.85,1453.00,1478.40,1481.942928817811226089,12756,1466,18903664.00,1437,11.27,52.85,6.65
24-May-2017,1464.05,1522.90,1449.85,1470.40,1486.643013753238987442,20068,1977,29833952.00,2960,14.75,73.05,6.35
23-May-2017,1506.40,1518.90,1449.95,1454.65,1461.993483573174042899,11049,1415,16153566.00,2599,23.52,68.95,-51.75
22-May-2017,1533.00,1546.10,1494.40,1499.40,1509.556154282473057288,7052,804,10645390.00,1602,22.72,51.70,-33.60
19-May-2017,1506.95,1557.60,1506.95,1527.65,1537.379103357719002063,10662,1168,16391536.00,3297,30.92,50.65,20.70
18-May-2017,1558.00,1558.00,1481.50,1504.70,1526.824103873044057263,9011,962,13758212.00,3023,33.55,76.50,-53.30
17-May-2017,1544.95,1585.00,1544.95,1560.60,1568.079827227643577027,12502,1097,19604134.00,4393,35.14,40.05,15.65
16-May-2017,1562.00,1565.00,1535.00,1546.00,1551.659590443686006825,14650,1078,22731813.00,4541,31.00,30.00,-16.00
15-May-2017,1550.00,1573.90,1526.55,1563.75,1553.102384737678855325,15725,1488,24422535.00,3622,23.03,47.35,13.75
12-May-2017,1545.00,1568.90,1533.90,1546.15,1551.842322978343742395,24658,1849,38265328.00,3976,16.12,35.00,1.15
11-May-2017,1600.05,1601.00,1518.90,1529.00,1545.200316706254948535,39153,2900,60499228.00,9547,24.38,82.10,-71.05
10-May-2017,1543.00,1619.45,1532.00,1598.80,1587.369019085663559698,135180,7407,214580544.00,26229,19.40,87.45,55.80
9-May-2017,1413.00,1595.00,1403.95,1537.80,1547.778917521096089284,220420,15149,341161429.00,32226,14.62,191.05,124.80
8-May-2017,1422.00,1445.00,1391.10,1401.75,1425.906773077194717141,14159,1255,20189414.00,3714,26.23,53.90,-20.25
5-May-2017,1422.55,1441.50,1406.95,1412.30,1423.770849420849420849,5180,645,7375133.00,2020,39.00,34.55,-10.25
4-May-2017,1418.00,1427.00,1417.90,1422.90,1424.044065682810226564,4811,950,6851076.00,3326,69.13,9.10,4.90
3-May-2017,1420.00,1434.95,1410.00,1419.90,1422.470839564195684682,4681,547,6658586.00,2163,46.21,24.95,-0.10
2-May-2017,1421.20,1424.00,1404.00,1410.60,1415.584266263237518910,3305,444,4678506.00,1090,32.98,20.00,-10.60
28-April-2017,1396.00,1421.75,1390.00,1410.45,1402.557680050987890376,4707,384,6601839.00,1152,24.47,31.75,14.45
27-April-2017,1424.00,1426.75,1401.00,1409.10,1420.937835605121850475,9684,1129,13760362.00,5437,56.14,25.75,-14.90
26-April-2017,1410.05,1440.00,1410.05,1424.60,1428.593323930418429713,6381,693,9115854.00,2123,33.27,29.95,14.55
25-April-2017,1399.00,1431.00,1399.00,1413.05,1420.367408470926058865,6965,1171,9892859.00,2539,36.45,32.00,14.05
24-April-2017,1401.00,1411.00,1391.00,1398.25,1402.248451255298337137,3067,315,4300696.00,1568,51.12,20.00,-2.75
21-April-2017,1405.00,1425.00,1395.00,1401.60,1403.872617387261738726,2151,410,3019730.00,969,45.05,30.00,-3.40
20-April-2017,1414.00,1426.55,1395.00,1404.95,1411.314279504455553140,4601,552,6493457.00,1129,24.54,31.55,-9.05
19-April-2017,1409.95,1439.95,1405.00,1410.40,1419.653822629969418960,3270,476,4642268.00,838,25.63,34.95,0.45
18-April-2017,1446.25,1482.25,1396.05,1410.95,1450.058729447892009468,15631,1869,22665868.00,3759,24.05,86.20,-35.30
17-April-2017,1431.15,1467.35,1430.00,1451.90,1451.545272469331553033,11983,1560,17393867.00,3615,30.17,37.35,20.75
13-April-2017,1448.75,1467.65,1443.85,1455.30,1455.024990945309670409,8283,1070,12051972.00,1894,22.87,23.80,6.55
12-April-2017,1444.00,1461.00,1436.05,1457.75,1450.636391251518833535,13168,1036,19101980.00,4200,31.90,24.95,13.75
11-April-2017,1400.05,1455.00,1400.05,1447.00,1441.704732281715174405,18004,1863,25956452.00,4965,27.58,54.95,46.95
10-April-2017,1374.55,1459.70,1360.00,1407.95,1426.953324396782841823,37300,3550,53225359.00,7581,20.32,99.70,33.40
7-April-2017,1298.00,1393.00,1298.00,1380.55,1349.664517069260757095,27447,2439,37044242.00,12666,46.15,95.00,82.55
6-April-2017,1320.00,1327.00,1296.15,1300.70,1309.181595842250076429,6542,728,8564666.00,3104,47.45,30.85,-19.30
5-April-2017,1318.00,1330.00,1308.00,1323.05,1321.343551401869158878,8025,954,10603782.00,3433,42.78,22.00,5.05
3-April-2017,1283.00,1330.00,1280.70,1319.95,1305.787304565353345841,15990,1660,20879539.00,7190,44.97,49.30,36.95
31-March-2017,1247.15,1292.90,1244.00,1279.65,1268.625401019060200037,15897,1598,20167338.00,4139,26.04,48.90,32.50
30-March-2017,1214.95,1271.00,1203.25,1262.25,1244.620044052863436123,24516,3116,30513105.00,7747,31.60,67.75,47.30
